"","epi_ctry","epi_subj","question","response","question_text"
"75","China",20458,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"76","China",20558,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"77","China",20557,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"78","China",20554,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"79","China",20553,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"80","China",20552,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"81","China",20555,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"82","China",20556,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"83","China",20559,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"84","China",20477,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"85","China",20478,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"86","China",20481,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"87","China",20482,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"88","China",20485,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"89","China",20486,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"90","China",20490,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"91","China",20489,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"92","China",20493,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"93","China",20494,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"94","China",20497,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"95","China",20498,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"96","China",20501,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"97","China",20502,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"98","China",20505,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"99","China",20506,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"100","China",20509,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"101","China",20510,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"102","China",20513,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"103","China",20514,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"104","China",20517,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"105","China",20518,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"106","China",20521,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"107","China",20522,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"108","China",20525,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"109","China",20526,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"110","China",20529,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"111","China",20530,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"112","China",20533,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"113","China",20534,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"114","China",20537,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"115","China",20538,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"116","China",20541,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"117","China",20542,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"118","China",20545,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"119","China",20475,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"120","China",20476,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"121","China",20479,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"122","China",20480,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"123","China",20483,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"124","China",20484,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"125","China",20487,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"126","China",20488,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"127","China",20491,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"128","China",20492,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"129","China",20495,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"130","China",20496,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"131","China",20499,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"132","China",20500,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"133","China",20503,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"134","China",20504,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"135","China",20507,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"136","China",20508,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"137","China",20511,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"138","China",20512,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"139","China",20515,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"140","China",20516,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"141","China",20519,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"142","China",20520,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"143","China",20523,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"144","China",20524,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"145","China",20527,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"146","China",20528,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"147","China",20531,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"148","China",20532,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"149","China",20535,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"150","China",20536,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"151","China",20539,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"152","China",20540,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"153","China",20543,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"154","China",20544,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"155","China",20546,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"156","China",20549,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"157","China",20550,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"158","China",20547,"epi_2_02",0.5,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"159","China",20548,"epi_2_02",0.5,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"160","China",20551,"epi_2_02",NA,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"161","Ghana",40604,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"162","Ghana",40601,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"163","Ghana",40602,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"164","Ghana",40607,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"165","Ghana",40608,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"166","Ghana",40609,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"167","Ghana",40611,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"168","Ghana",40613,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"169","Ghana",40615,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"170","Ghana",40612,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"171","Ghana",40619,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"172","Ghana",40621,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"173","Ghana",40614,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"174","Ghana",40623,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"175","Ghana",40625,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"176","Ghana",40627,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"177","Ghana",40629,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"178","Ghana",40631,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"179","Ghana",40618,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"180","Ghana",40633,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"181","Ghana",40620,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"182","Ghana",40622,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"183","Ghana",40624,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"184","Ghana",40626,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"185","Ghana",40628,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"186","Ghana",40634,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"187","Ghana",40630,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"188","Ghana",40632,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"189","Ghana",40636,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"190","Ghana",40638,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"191","Ghana",40640,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"192","Ghana",40642,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"193","Ghana",40644,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"194","Ghana",40646,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"195","Ghana",40648,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"196","Ghana",40650,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"197","Ghana",40652,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"198","Ghana",40656,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"199","Ghana",40658,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"200","Ghana",40662,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"201","Ghana",40664,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"202","Ghana",40666,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"203","Ghana",40670,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"204","Ghana",40672,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"205","Ghana",40674,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"206","Ghana",40676,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"207","Ghana",40678,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"208","Ghana",40680,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"209","Ghana",40682,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"210","Ghana",40684,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"211","Ghana",40686,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"212","Ghana",40688,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"213","Ghana",40698,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"214","Ghana",40696,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"215","Ghana",40694,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"216","Ghana",40692,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"217","Ghana",40690,"epi_2_02",NA,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"218","Ghana",40700,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"219","Ghana",40702,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"220","Ghana",40704,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"221","Ghana",40706,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"222","Ghana",40710,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"223","Ghana",40712,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"224","Ghana",40714,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"225","Ghana",40716,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"226","Ghana",40635,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"227","Ghana",40637,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"228","Ghana",40639,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"229","Ghana",40641,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"230","Ghana",40643,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"231","Ghana",40645,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"232","Ghana",40647,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"233","Ghana",40649,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"234","Ghana",40651,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"235","Ghana",40653,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"236","Ghana",40655,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"237","Ghana",40657,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"238","Ghana",40659,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"239","Ghana",40661,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"240","Ghana",40663,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"241","Ghana",40665,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"242","Ghana",40667,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"243","Ghana",40669,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"244","Ghana",40671,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"245","Ghana",40673,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"246","Ghana",40675,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"247","Ghana",40677,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"248","Ghana",40679,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"249","Ghana",40681,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"250","Ghana",40683,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"251","Ghana",40685,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"252","Ghana",40687,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"253","Ghana",40689,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"254","Ghana",40691,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"255","Ghana",40693,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"256","Ghana",40695,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"257","Ghana",40697,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"258","Ghana",40699,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"259","Ghana",40701,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"260","Ghana",40703,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"261","Ghana",40705,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"262","Ghana",40707,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"263","Ghana",40709,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"264","Ghana",40711,"epi_2_02",0,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"265","Ghana",40713,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"266","Ghana",40715,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
"267","Ghana",40610,"epi_2_02",1,"2. Some people say that the divine or supernatural sends them dreams. Has that happened to you?"
